,Province_State,Population,Total Deaths
3167,Washington,66768,11012
3168,Washington,42243,7607
3170,Washington,22471,2633
3171,Washington,13724,875
3172,Washington,904980,321011
3173,Washington,17582,10
3174,Washington,129205,22926
3175,Washington,12083,148
3176,Washington,822083,293529
3177,Washington,522798,341609
3178,Washington,45723,10253
3179,Washington,290536,57714
3181,Washington,4488,66
3182,Washington,60760,11245
3183,Washington,229247,37260
3184,Washington,50104,3890
3185,Washington,250873,160353
3186,West Virginia,16441,2701
3187,West Virginia,119171,40867
3188,West Virginia,21457,4202
3189,West Virginia,13957,1207
3190,West Virginia,21939,4734
3191,West Virginia,91945,60775
3192,West Virginia,7109,120
3193,West Virginia,8508,1351
3194,West Virginia,8448,196
3195,West Virginia,42406,20281
3196,West Virginia,7823,259
3197,West Virginia,11568,1665
3198,West Virginia,34662,12414
3199,West Virginia,23175,2304
3200,West Virginia,28810,8398
3201,West Virginia,13776,1163
3202,West Virginia,67256,27887
3203,West Virginia,28576,9353
3204,West Virginia,57146,9218
3205,West Virginia,178124,169019
3206,West Virginia,15907,3747
3207,West Virginia,20409,4185
3208,West Virginia,32019,15651
3209,West Virginia,56072,15374
3210,West Virginia,30531,11209
3211,West Virginia,26516,5283
3212,West Virginia,17624,3233
3213,West Virginia,58758,24514
3214,West Virginia,26868,10027
3215,West Virginia,23424,7231
3216,West Virginia,105612,15961
3217,West Virginia,13275,1161
3218,West Virginia,17884,2657
3219,West Virginia,24496,5608
3220,West Virginia,41411,14304
3222,West Virginia,6969,267
3223,West Virginia,7460,625
3224,West Virginia,8247,587
3225,West Virginia,33432,8441
3226,West Virginia,56450,18324
3227,West Virginia,73361,50704
3228,West Virginia,28695,4189
3229,West Virginia,9554,572
3230,West Virginia,13688,1283
3231,West Virginia,12573,2106
3232,West Virginia,16695,3171
3233,West Virginia,6839,616
3234,West Virginia,8591,460
3236,West Virginia,24176,4232
3237,West Virginia,39402,8546
3238,West Virginia,8114,668
3239,West Virginia,15065,3775
3240,West Virginia,5821,377
3241,West Virginia,83518,45503
3242,West Virginia,20394,6756
3243,Wisconsin,20220,2338
3244,Wisconsin,15562,915
3245,Wisconsin,45244,8097
3246,Wisconsin,15036,1166
3247,Wisconsin,264542,95852
3248,Wisconsin,13031,105
3249,Wisconsin,15414,939
3250,Wisconsin,50089,6971
3251,Wisconsin,64658,20111
3252,Wisconsin,34774,6473
3253,Wisconsin,57532,8256
3254,Wisconsin,16131,528
3255,Wisconsin,546695,99882
3256,Wisconsin,87839,40221
3257,Wisconsin,27668,3836
3258,Wisconsin,43150,3536
3259,Wisconsin,45368,3334
3260,Wisconsin,104646,16510
3261,Wisconsin,4295,139
3262,Wisconsin,103403,33373
3263,Wisconsin,9004,1335
3264,Wisconsin,51439,11209
3265,Wisconsin,36960,1991
3266,Wisconsin,18913,1976
3267,Wisconsin,23678,553
3268,Wisconsin,5687,968
3269,Wisconsin,20643,925
3270,Wisconsin,84769,23766
3271,Wisconsin,26687,2472
3272,Wisconsin,169561,123615
3273,Wisconsin,20434,2277
3274,Wisconsin,118016,19438
3275,Wisconsin,16665,476
3276,Wisconsin,19189,5231
3277,Wisconsin,27593,9955
3278,Wisconsin,78981,16383
3279,Wisconsin,135692,76746
3280,Wisconsin,40350,9340
3281,Wisconsin,15574,2111
3282,Wisconsin,4556,111
3283,Wisconsin,945726,816452
3284,Wisconsin,46253,5324
3285,Wisconsin,37930,7136
3286,Wisconsin,35595,7867
3288,Wisconsin,187885,61580
3289,Wisconsin,89221,16822
3290,Wisconsin,7287,188
3291,Wisconsin,42754,2638
3292,Wisconsin,43783,6804
3293,Wisconsin,70772,11185
3294,Wisconsin,13351,752
3295,Wisconsin,196311,127137
3296,Wisconsin,17252,1502
3297,Wisconsin,163354,64867
3298,Wisconsin,14178,1607
3299,Wisconsin,64442,10636
3300,Wisconsin,16558,2076
3301,Wisconsin,40899,10291
3302,Wisconsin,115340,38244
3303,Wisconsin,90687,10925
3304,Wisconsin,20343,3044
3305,Wisconsin,29649,2571
3307,Wisconsin,30822,6315
3308,Wisconsin,22195,4105
3309,Wisconsin,103868,30496
3310,Wisconsin,15720,1167
3311,Wisconsin,136034,41204
3312,Wisconsin,404198,298354
3313,Wisconsin,50990,21971
3314,Wisconsin,24443,3668
3315,Wisconsin,171907,50902
3316,Wisconsin,72999,23140
3317,Wyoming,38880,1029
3318,Wyoming,11790,1389
3319,Wyoming,46341,6048
3320,Wyoming,14800,1008
3321,Wyoming,13822,1142
3322,Wyoming,7584,434
3323,Wyoming,39261,8776
3324,Wyoming,13211,1389
3325,Wyoming,4413,205
3326,Wyoming,8445,214
3327,Wyoming,99500,16901
3328,Wyoming,19830,574
3329,Wyoming,79858,16804
3330,Wyoming,2356,72
3332,Wyoming,29194,4603
3333,Wyoming,8393,655
3334,Wyoming,30485,2511
3335,Wyoming,9831,338
3336,Wyoming,42343,4777
3337,Wyoming,23464,126
3338,Wyoming,20226,683
3340,Wyoming,7805,840
3341,Wyoming,6927,238
